userId,movieId,rating
231,1,3.663700131608312
231,2,3.870644387418432
231,3,3.6095683973849635
231,4,3.297166411516207
231,5,3.6551932586648346
231,6,4.201414922649857
231,7,3.331735011805453
231,8,3.889509002823581
231,9,4.042239751562952
231,10,4.135880862190669
231,11,3.2290294314046424
231,12,3.4905343076595754
231,13,3.771993127460721
231,14,3.399269643524424
231,15,3.983300434875799
231,16,3.716301110177756
231,17,3.637526654002757
231,18,3.518525563254187
231,19,3.6116998822820263
231,20,3.7337201955790804
231,21,3.7721719349068397
231,22,3.823257781199122
231,23,4.3104532334341785
231,24,3.588999248780046
231,25,3.4831137732430033
231,26,3.3945484801762627
231,27,3.3799888932985125
231,28,3.387738569768096
231,29,3.6451529043089135
231,30,3.4469389474899073
231,31,3.2740434689508233
231,32,4.0966811726627395
231,34,3.424983035055107
231,36,3.6120712322543422
231,38,3.442632008518143
231,39,3.589077276681306
231,40,2.9460279108528287
231,41,3.286242925997116
231,42,3.8000999226284615
231,43,3.3839945511771132
231,44,3.937099717396831
231,45,3.216372912121142
231,46,3.4580028601478676
231,47,4.350242955785345
231,48,3.350720742310118
231,49,3.224866930586727
231,50,4.394370897876644
231,52,3.2555495547863265
231,53,3.5414611280784363
231,54,3.3059692408585994
231,55,3.3132981588190025
231,57,3.456493563404608
231,58,2.9193944803126777
231,60,3.7826054548067134
231,61,3.6814447883629198
231,62,3.444103727230238
231,63,3.5775915302880565
231,64,2.8922922797047903
231,65,3.2665164027322984
231,66,4.1004367159638075
231,68,2.8922922797047903
231,69,3.558808919586725
231,70,3.85574231616077
231,71,4.259164207901102
231,72,3.1366501492565217
231,73,2.8845185734641663
231,74,3.370954830024422
231,75,3.311847096345668
231,76,4.103917486230206
231,77,3.8541666666666665
231,78,3.8558995242415635
231,79,3.720505084911667
231,80,2.946027910852829
231,81,3.623460619297936
231,82,2.8311127374805185
231,83,3.0503846462511364
231,85,3.0503846462511364
231,86,3.6670337431118494
231,87,3.5282056821252366
231,88,3.3240772089335997
231,89,4.127167067038414
231,92,3.734428670062842
231,93,3.550489811084971
231,94,3.178695228733919
231,95,4.095166147209069
231,96,3.0293241306002456
231,97,3.4469389474899073
231,99,3.6834680897785503
231,100,3.6026978501887825
231,101,3.673158653585192
231,102,3.3598644969446263
231,103,3.939132643921729
231,104,3.290486194452539
231,105,3.443875272592022
231,106,2.8311127374805185
231,107,3.6712544437178147
231,108,3.6834680897785503
231,110,3.795720254949919
231,111,3.8927558843570584
231,112,3.8556334561446
231,113,3.493338619349507
231,116,3.479033969462456
231,117,3.5839055831209334
231,118,3.370580319885532
231,119,3.348007116729795
231,121,3.053926753905279
231,122,3.363191150444909
231,123,3.050384646251136
231,125,2.6570950854045603
231,126,3.8773086369773493
231,128,3.8541666666666665
231,129,3.2925556241567895
231,132,4.035208522647993
231,135,2.6570950854045603
231,137,3.7040833610081707
231,140,3.0503846462511364
231,141,3.3260959626187354
231,144,3.5246446326435272
231,145,3.821272030020748
231,146,3.9054478931963774
231,147,3.388159311802668
231,148,3.292023862756224
231,149,3.785752466995266
231,150,3.7145155832222545
231,151,3.6485744996517178
231,152,3.3889779972571437
231,153,3.9512554941756854
231,154,2.9460279108528287
231,155,3.5555258307972237
231,156,3.2204996500716527
231,157,3.23025407470733
231,158,3.747856353231618
231,159,3.6279345796966584
231,160,4.031082208385243
231,161,3.6604766792248453
231,162,3.722905049567912
231,163,3.996086616750194
231,164,4.161560568432954
231,165,4.230509182544636
231,166,3.579168341278464
231,168,3.7092970616147993
231,169,3.7954483020265664
231,170,4.099369470136046
231,171,3.270408899374952
231,172,4.152274611662883
231,173,4.1747061330722675
231,174,3.3452809864102435
231,175,3.359744275488744
231,176,3.338147339422189
231,177,3.9818321334882403
231,178,2.8311127374805185
231,179,3.4510973821564956
231,180,3.301173304281476
231,181,4.192369644863457
231,183,3.5638955642642167
231,184,3.3608273483471076
231,185,4.211619347921379
231,186,3.4744292547270277
231,187,3.3815497596452464
231,188,3.773242965549793
231,189,3.3897370380525436
231,190,3.7369833872750053
231,191,3.4075658641970565
231,193,3.6242948678802156
231,194,3.2055248703351418
231,195,3.358866193440362
231,196,4.165192595821472
231,198,4.053553966847526
231,199,3.050384646251136
231,201,3.3343170161558815
231,202,3.274849167467201
231,203,2.6570950854045603
231,204,4.109705177145205
231,205,3.299479977589856
231,206,3.683468089778551
231,207,3.6162593251316846
231,208,4.025530398144463
231,209,3.32987210241537
231,210,3.914002868738094
231,211,3.286174612432709
231,212,3.795407127415311
231,213,2.9460279108528287
231,214,2.8845185734641663
231,215,3.359109507820767
231,216,3.2378876345800363
231,217,3.5159912391299435
231,218,3.3634345271374215
231,219,3.3737352349071097
231,220,3.8273541958142108
231,222,3.3263921669903036
231,223,3.4792561023978004
231,224,3.328216398335151
231,225,3.6314208169364908
231,227,4.0756408736716985
231,228,3.370337587147282
231,229,3.573856987826494
231,230,3.4655469046395333
231,231,3.4826525516935276
231,232,2.9193944803126777
231,233,3.215324569377447
231,234,3.339372399727816
231,235,3.379260019866856
231,236,3.778466724897714
231,237,3.3377971657290435
231,238,3.889509002823581
231,239,3.361339227376396
231,240,3.9458046010110346
231,241,3.3623617917445574
231,242,2.946027910852829
231,243,3.285162286875235
231,246,3.8666455151347643
231,247,3.330752449828098
231,248,3.276777349650061
231,249,3.26445396258633
231,250,2.6570950854045603
231,251,3.918131062538703
231,252,3.4456204705385387
231,253,3.2087785189638316
231,254,3.1757210096616943
231,255,2.6570950854045603
231,256,3.7520869378141173
231,257,4.083694691286082
231,258,3.5538610402754705
231,259,3.8426050949997936
231,261,3.4329566113842107
231,262,3.4143292427358016
231,263,2.9460279108528287
231,265,3.0478481678624743
231,266,3.501823046147741
231,267,3.2636086500747234
231,269,2.9460279108528287
231,270,3.4846692287028223
231,271,3.4789247249104767
231,272,3.4168207170308986
231,273,3.595529378546026
231,274,3.514327345133109
231,275,3.6984367646275667
231,276,3.479872785716888
231,277,3.542089792187209
231,278,3.276777349650062
231,279,3.426446721126798
231,280,3.5052067968768674
231,281,3.2640852881162785
231,282,3.4364867255862066
231,283,3.6223661103461464
231,284,4.205032868690337
231,285,3.2087785189638316
231,287,3.3770401583103906
