userId,movieId,rating
285,1,4.181616675483566
285,2,3.6666058702254114
285,3,3.8206940891039634
285,4,3.928796546036979
285,5,3.638744442231942
285,6,4.2321066594834535
285,7,4.037464445284895
285,9,3.860236570857372
285,10,3.9093746890864804
285,11,3.8178299313837036
285,12,3.8333465090999463
285,13,3.969625859858573
285,14,3.7078681178039474
285,15,3.628095312344693
285,16,4.224112197083425
285,17,4.072378644131882
285,18,3.859470073949425
285,19,3.806007240021592
285,20,3.984978183818268
285,21,3.9558796541679744
285,23,4.159551113245748
285,25,4.07550528337032
285,26,3.8974808744703857
285,27,4.008898751700964
285,28,3.9866277103622316
285,31,3.973321667973277
285,34,3.9724762571295216
285,36,4.108683833827833
285,38,3.8508012781531775
285,39,3.8931001456752776
285,41,4.008212022077084
285,43,3.9032518342944607
285,44,3.6875834727018733
285,45,3.9858284753941176
285,46,4.017646941251913
285,48,3.9192630532660555
285,49,3.9542948590931597
285,52,3.9868760625834447
285,53,4.044855725188405
285,54,3.774641997314301
285,55,4.04291962994786
285,57,4.048156673895833
285,60,3.9447507701084388
285,61,4.228098102226655
285,62,3.8200755468575167
285,63,3.932056555734968
285,65,3.8430454819158126
285,66,3.8855996839329126
285,69,3.9810285597965556
285,71,3.932847688557751
285,72,3.8845989111006594
285,74,3.9972421849127033
285,76,4.094673599784048
285,79,4.050629443640823
285,81,3.9609508585162203
285,86,3.956000752430123
285,87,3.8929207454068613
285,88,3.9681007919861644
285,89,4.044925846745092
285,92,3.970348822561191
285,93,3.931840792129548
285,94,3.786136475086398
285,95,3.948582177358711
285,96,3.907025676533815
285,99,3.82548569761462
285,100,4.109626543475066
285,101,3.8879003035320028
285,102,3.541998876350931
285,103,4.2271868601326466
285,104,3.8203678482170216
285,105,4.053091269185629
285,107,3.7333228523905846
285,110,4.16637109951898
285,113,3.9740811649781245
285,116,3.8254856976146203
285,117,4.098956438143252
285,118,3.728175127245373
285,121,3.9470687196444523
285,122,3.8660528189691172
285,126,3.8789805289084858
285,129,3.730312073013757
285,137,3.7808408115194467
285,141,3.9638455949992637
285,145,3.961674230678637
285,146,4.034832377547717
285,147,3.97820114045375
285,148,3.9496987599210733
285,149,4.192794851906876
285,150,3.8917670092514314
285,151,3.9190754058693633
285,152,4.066761795792708
285,153,3.964031171786829
285,155,3.864380888459912
285,156,3.9260691365711047
285,157,3.8462756580857556
285,158,4.040116265123171
285,159,4.174677339193232
285,160,4.307211554261679
285,161,4.050367993894696
285,162,3.7787687755493566
285,163,3.6822206942822033
285,164,4.2481286598013455
285,166,3.928048204446384
285,168,3.928318432728198
285,169,3.957044129375989
285,170,4.294695267537061
285,171,3.9528068284938325
285,172,4.028579031456224
285,173,4.096035726165528
285,174,3.6040288709994903
285,175,4.059172984540255
285,176,3.899934551466817
285,177,4.219248808443227
285,179,3.8341218381731395
285,180,3.9024911369722513
285,181,3.8827157211243564
285,184,4.003688520751898
285,185,4.074729474213528
285,187,4.045322283414285
285,189,3.874596911915574
285,190,4.096229453163865
285,191,3.9852608383468775
285,193,3.768240717765553
285,194,4.011310043611221
285,195,3.929607141051286
285,196,3.6247319063737047
285,198,4.062307993665028
285,201,3.9621578328773572
285,202,3.8861822917922266
285,204,3.929111152612978
285,205,3.9151955187993144
285,206,3.82548569761462
285,207,4.046617726682249
285,208,3.891878943952954
285,209,3.877409895002887
285,210,3.9030231927595302
285,211,4.18000089852993
285,212,4.046923251856192
285,215,4.034465189492305
285,216,3.8079476856939216
285,217,4.066924250016608
285,218,3.8443394655945724
285,219,4.018469734453111
285,220,3.9186330321833154
285,222,3.9540861532126446
285,223,4.155024335297155
